"TIME","RBD","UNIT","WW_TPAR","WW_TP","Value","Flag and Footnotes"
"2002","Mulde-Elbe-Schwarze Elster","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Mulde-Elbe-Schwarze Elster","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Saale, Obere Moldau, Berounka, Eger and lower Elbe","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Mittelelbe-Elde","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Mittelelbe-Elde","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Mittelelbe-Elde","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Havel","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Havel","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Havel","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Tide-Elbe","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Tide-Elbe","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Tide-Elbe","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Oder / Odra - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Oder / Odra - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Oder / Odra - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Maas / Meuse - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Maas / Meuse - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Maas / Meuse - RBD (DE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Eider - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Eider - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Eider - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Schlei-Trave - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Schlei-Trave - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Schlei-Trave - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Warnow-Peene - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Warnow-Peene - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Warnow-Peene - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Estonia","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Estonia","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Estonia","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","West Estonia - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","West Estonia - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","West Estonia - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Läänesaarte","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Läänesaarte","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Läänesaarte","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Matsalu","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Matsalu","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Matsalu","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Pärnu","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Pärnu","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Pärnu","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Harju","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Harju","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Harju","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","East Estonia - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","East Estonia - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","East Estonia - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Viru","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Viru","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Viru","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Vörtsjärve","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Vörtsjärve","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Vörtsjärve","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Peipsi","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Peipsi","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Peipsi","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Koiva /Gauja - RBD (EE)","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Koiva /Gauja - RBD (EE)","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Koiva /Gauja - RBD (EE)","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Shannon - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Shannon - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Shannon - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","South Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","South Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","South Eastern Ireland - RBD","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
"2002","Croatia","Number","Number of plants","Urban and other wastewater treatment plants - primary treatment",":",""
"2002","Croatia","Number","Number of plants","Urban and other wastewater treatment plants - secondary treatment",":",""
"2002","Croatia","Number","Number of plants","Urban and other wastewater treatment plants - tertiary treatment",":",""
