"TIME","RBD","WAT_SRC","WAT_PROC","UNIT","Value","Flag and Footnotes"
"2015","Nemunas - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","0.01",""
"2015","Dniester - RBD (PL)","Fresh surface water","Total gross abstraction","Million cubic metres","1.524",""
"2015","Portugal","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Minho and Lima - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Cavado, Ave and Leca - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Douro - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Vouga, Mondego and Lis - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Tagus and Western Basins - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Sado and Mira - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Guadiana - RBD (PT)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Algarve Basins - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Azores - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Madeira - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Romania","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Danube - RBD (RO)","Fresh surface water","Total gross abstraction","Million cubic metres","5,867.45",""
"2015","Banat","Fresh surface water","Total gross abstraction","Million cubic metres","76.7",""
"2015","Siret","Fresh surface water","Total gross abstraction","Million cubic metres","142.33",""
"2015","Prut-Barlad","Fresh surface water","Total gross abstraction","Million cubic metres","302.57",""
"2015","Jiu","Fresh surface water","Total gross abstraction","Million cubic metres","724.14",""
"2015","Olt","Fresh surface water","Total gross abstraction","Million cubic metres","270.82",""
"2015","Arges-Vedea","Fresh surface water","Total gross abstraction","Million cubic metres","459.2",""
"2015","Ialomita-Buzau","Fresh surface water","Total gross abstraction","Million cubic metres","374.3",""
"2015","Dobrogea","Fresh surface water","Total gross abstraction","Million cubic metres","2,765.05",""
"2015","Mures","Fresh surface water","Total gross abstraction","Million cubic metres","541.49",""
"2015","Crisuri","Fresh surface water","Total gross abstraction","Million cubic metres","55.65",""
"2015","Somes-Tisa (RO)","Fresh surface water","Total gross abstraction","Million cubic metres","155.17",""
"2015","Slovenia","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Danube - RBD (SI)","Fresh surface water","Total gross abstraction","Million cubic metres","688.9",""
"2015","North Adriatic - RBD","Fresh surface water","Total gross abstraction","Million cubic metres","1.66",""
"2015","Slovakia","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Dunajec and Poprad (Vistula) - RBD (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","2.29",""
"2015","Danube - RBD (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","245.5",""
"2015","Bodrog","Fresh surface water","Total gross abstraction","Million cubic metres","28.89",""
"2015","Morava/March (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","0.85",""
"2015","Danube (SK)","Fresh surface water","Total gross abstraction","Million cubic metres","28",""
"2015","Vah","Fresh surface water","Total gross abstraction","Million cubic metres","86.04",""
"2015","Hron","Fresh surface water","Total gross abstraction","Million cubic metres","54.23",""
"2015","Ipel","Fresh surface water","Total gross abstraction","Million cubic metres","2.97",""
"2015","Slana","Fresh surface water","Total gross abstraction","Million cubic metres","3.37",""
"2015","Hornád","Fresh surface water","Total gross abstraction","Million cubic metres","2.65",""
"2015","Bodva","Fresh surface water","Total gross abstraction","Million cubic metres","6.53",""
"2015","Sweden","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Bothnian Bay - RBD (SE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Bothnian Sea - RBD (SE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","North Baltic Sea - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","South Baltic Sea - RBD","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Skagerrak and Kattegat - RBD (SE)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Iceland","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Rhine - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Rhône - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Po - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Danube - RBD (CH)","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Former Yugoslav Republic of Macedonia, the","Fresh surface water","Total gross abstraction","Million cubic metres",":",""
"2015","Albania","Fresh surface water","Total gross abstraction","Million cubic metres","932","e"
"2015","Serbia","Fresh surface water","Total gross abstraction","Million cubic metres","3,603",""
"2015","Turkey","Fresh surface water","Total gross abstraction","Million cubic metres","39,113.43",""
"2015","Bosnia and Herzegovina","Fresh surface water","Total gross abstraction","Million cubic metres","107.9",""
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Fresh surface water","Total gross abstraction","Million cubic metres","12.31",""
