"TIME","RBD","WAT_PROC","NACE_R2","UNIT","Value","Flag and Footnotes"
"2014","Daugava - RBD (LT)","Public water supply and self and other supply","Households","Million cubic metres","0.826",""
"2014","Daugava - RBD (LT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","21.685",""
"2014","Luxembourg","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Luxembourg","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Luxembourg","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Luxembourg","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Luxembourg","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Meuse / Maas - RBD (LU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Meuse / Maas - RBD (LU)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Meuse / Maas - RBD (LU)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Meuse / Maas - RBD (LU)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Meuse / Maas - RBD (LU)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Rhine - RBD (LU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Rhine - RBD (LU)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Rhine - RBD (LU)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Rhine - RBD (LU)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Rhine - RBD (LU)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Hungary","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Hungary","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Hungary","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Hungary","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Hungary","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Danube - RBD (HU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Danube - RBD (HU)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Danube - RBD (HU)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Danube - RBD (HU)","Public water supply and self and other supply","Households","Million cubic metres","325.614",""
"2014","Danube - RBD (HU)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Balaton","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Balaton","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Balaton","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Balaton","Public water supply and self and other supply","Households","Million cubic metres","13.137",""
"2014","Balaton","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Dráva / Drau (HU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Dráva / Drau (HU)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Dráva / Drau (HU)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Dráva / Drau (HU)","Public water supply and self and other supply","Households","Million cubic metres","12.399",""
"2014","Dráva / Drau (HU)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Danube (HU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Danube (HU)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Danube (HU)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Danube (HU)","Public water supply and self and other supply","Households","Million cubic metres","192.258",""
"2014","Danube (HU)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Tisza / Tysa (HU)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Tisza / Tysa (HU)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Tisza / Tysa (HU)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Tisza / Tysa (HU)","Public water supply and self and other supply","Households","Million cubic metres","107.819",""
"2014","Tisza / Tysa (HU)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Malta","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","29.9","e"
"2014","Malta","Public water supply and self and other supply","Industry and construction","Million cubic metres","427.14","e"
"2014","Malta","Public water supply and self and other supply","Services","Million cubic metres","5.95","e"
"2014","Malta","Public water supply and self and other supply","Households","Million cubic metres","21.11","e"
"2014","Malta","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","484.12","e"
"2014","Malta - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","29.9","e"
"2014","Malta - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres","427.14","e"
"2014","Malta - RBD","Public water supply and self and other supply","Services","Million cubic metres","5.95","e"
"2014","Malta - RBD","Public water supply and self and other supply","Households","Million cubic metres","21.11","e"
"2014","Malta - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","484.12","e"
"2014","Netherlands","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","124.6","e"
"2014","Netherlands","Public water supply and self and other supply","Industry and construction","Million cubic metres","14,257.95","e"
"2014","Netherlands","Public water supply and self and other supply","Services","Million cubic metres","136.6","e"
"2014","Netherlands","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Netherlands","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","15,302.55","e"
"2014","Austria","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Austria","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Austria","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Austria","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Austria","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Poland","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1,056.609",""
"2014","Poland","Public water supply and self and other supply","Industry and construction","Million cubic metres","7,613.505",""
"2014","Poland","Public water supply and self and other supply","Services","Million cubic metres","159.648",""
"2014","Poland","Public water supply and self and other supply","Households","Million cubic metres","1,196.027",""
"2014","Poland","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","10,243.743",""
"2014","Danube - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2014","Danube - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres","0.022",""
"2014","Danube - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres","0.012",""
"2014","Danube - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres","0.461",""
"2014","Danube - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","0.512",""
"2014","Vistula / Wisla - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","574.325",""
"2014","Vistula / Wisla - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres","4,597.964",""
"2014","Vistula / Wisla - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres","93.796",""
"2014","Vistula / Wisla - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres","710.533",""
"2014","Vistula / Wisla - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","6,095.3",""
"2014","Little Vistula","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","57.821",""
"2014","Little Vistula","Public water supply and self and other supply","Industry and construction","Million cubic metres","82.946",""
"2014","Little Vistula","Public water supply and self and other supply","Services","Million cubic metres","9.369",""
"2014","Little Vistula","Public water supply and self and other supply","Households","Million cubic metres","67.881",""
"2014","Little Vistula","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","241.182",""
"2014","Upper Vistula","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","166.242",""
"2014","Upper Vistula","Public water supply and self and other supply","Industry and construction","Million cubic metres","1,627.652",""
"2014","Upper Vistula","Public water supply and self and other supply","Services","Million cubic metres","23.349",""
"2014","Upper Vistula","Public water supply and self and other supply","Households","Million cubic metres","158.532",""
"2014","Upper Vistula","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","2,001.03",""
"2014","Middle Vistula without Bug and Narew","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","208.726",""
"2014","Middle Vistula without Bug and Narew","Public water supply and self and other supply","Industry and construction","Million cubic metres","2,144.896",""
"2014","Middle Vistula without Bug and Narew","Public water supply and self and other supply","Services","Million cubic metres","33.85",""
"2014","Middle Vistula without Bug and Narew","Public water supply and self and other supply","Households","Million cubic metres","239.023",""
"2014","Middle Vistula without Bug and Narew","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","2,657.082",""
"2014","Bug and Narew","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","94.571",""
"2014","Bug and Narew","Public water supply and self and other supply","Industry and construction","Million cubic metres","593.917",""
"2014","Bug and Narew","Public water supply and self and other supply","Services","Million cubic metres","9.443",""
"2014","Bug and Narew","Public water supply and self and other supply","Households","Million cubic metres","106.162",""
"2014","Bug and Narew","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","819.269",""
"2014","Lower Vistula","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","46.966",""
"2014","Lower Vistula","Public water supply and self and other supply","Industry and construction","Million cubic metres","148.553",""
"2014","Lower Vistula","Public water supply and self and other supply","Services","Million cubic metres","17.785",""
"2014","Lower Vistula","Public water supply and self and other supply","Households","Million cubic metres","138.935",""
"2014","Lower Vistula","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","376.737",""
"2014","Swieza - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","1.863",""
"2014","Swieza - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres","0",""
"2014","Swieza - RBD","Public water supply and self and other supply","Services","Million cubic metres","0.027",""
"2014","Swieza - RBD","Public water supply and self and other supply","Households","Million cubic metres","0.159",""
"2014","Swieza - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","2.054",""
"2014","Jarft - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2014","Jarft - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres","0",""
"2014","Jarft - RBD","Public water supply and self and other supply","Services","Million cubic metres","0.002",""
"2014","Jarft - RBD","Public water supply and self and other supply","Households","Million cubic metres","0.112",""
"2014","Jarft - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","0.134",""
"2014","Labe / Elbe - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2014","Labe / Elbe - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres","0",""
"2014","Labe / Elbe - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres","0.246",""
"2014","Labe / Elbe - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres","0.319",""
"2014","Labe / Elbe - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","0.624",""
"2014","Odra / Oder - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","472.878",""
"2014","Odra / Oder - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres","3,007.644",""
"2014","Odra / Oder - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres","62.22",""
"2014","Odra / Oder - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres","464.685",""
"2014","Odra / Oder - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","4,103.262",""
"2014","Upper Oder","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","16.588",""
"2014","Upper Oder","Public water supply and self and other supply","Industry and construction","Million cubic metres","35.237",""
"2014","Upper Oder","Public water supply and self and other supply","Services","Million cubic metres","5.409",""
"2014","Upper Oder","Public water supply and self and other supply","Households","Million cubic metres","48.657",""
"2014","Upper Oder","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","119.547",""
"2014","Middle Oder","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","262.664",""
"2014","Middle Oder","Public water supply and self and other supply","Industry and construction","Million cubic metres","134.268",""
"2014","Middle Oder","Public water supply and self and other supply","Services","Million cubic metres","19.468",""
"2014","Middle Oder","Public water supply and self and other supply","Households","Million cubic metres","150.478",""
"2014","Middle Oder","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","596.996",""
"2014","Warta","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","160.396",""
"2014","Warta","Public water supply and self and other supply","Industry and construction","Million cubic metres","1,512.936",""
"2014","Warta","Public water supply and self and other supply","Services","Million cubic metres","28.933",""
"2014","Warta","Public water supply and self and other supply","Households","Million cubic metres","212.638",""
"2014","Warta","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","1,953.709",""
"2014","Lower Oder and Western Coast","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","33.23",""
"2014","Lower Oder and Western Coast","Public water supply and self and other supply","Industry and construction","Million cubic metres","1,325.203",""
"2014","Lower Oder and Western Coast","Public water supply and self and other supply","Services","Million cubic metres","8.411",""
"2014","Lower Oder and Western Coast","Public water supply and self and other supply","Households","Million cubic metres","52.912",""
"2014","Lower Oder and Western Coast","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","1,433.009",""
"2014","Pregolya / Prieglius - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","7.529",""
"2014","Pregolya / Prieglius - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres","6.467",""
"2014","Pregolya / Prieglius - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres","2.915",""
"2014","Pregolya / Prieglius - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres","16.098",""
"2014","Pregolya / Prieglius - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","35.869",""
"2014","Nemunas - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.014",""
"2014","Nemunas - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres","1.399",""
"2014","Nemunas - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres","0.424",""
"2014","Nemunas - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres","3.335",""
"2014","Nemunas - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","5.515",""
"2014","Dniester - RBD (PL)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0",""
"2014","Dniester - RBD (PL)","Public water supply and self and other supply","Industry and construction","Million cubic metres","0.009",""
"2014","Dniester - RBD (PL)","Public water supply and self and other supply","Services","Million cubic metres","0.006",""
"2014","Dniester - RBD (PL)","Public water supply and self and other supply","Households","Million cubic metres","0.325",""
"2014","Dniester - RBD (PL)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","0.473",""
"2014","Portugal","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Portugal","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Portugal","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Portugal","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Portugal","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Minho and Lima - RBD (PT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Minho and Lima - RBD (PT)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Minho and Lima - RBD (PT)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Minho and Lima - RBD (PT)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Minho and Lima - RBD (PT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Cavado, Ave and Leca - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Cavado, Ave and Leca - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Cavado, Ave and Leca - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Cavado, Ave and Leca - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Cavado, Ave and Leca - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Douro - RBD (PT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Douro - RBD (PT)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Douro - RBD (PT)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Douro - RBD (PT)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Douro - RBD (PT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Vouga, Mondego and Lis - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Vouga, Mondego and Lis - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Vouga, Mondego and Lis - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Vouga, Mondego and Lis - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Vouga, Mondego and Lis - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Tagus and Western Basins - RBD (PT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Tagus and Western Basins - RBD (PT)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Tagus and Western Basins - RBD (PT)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Tagus and Western Basins - RBD (PT)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Tagus and Western Basins - RBD (PT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Sado and Mira - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Sado and Mira - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Sado and Mira - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Sado and Mira - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Sado and Mira - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Guadiana - RBD (PT)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Guadiana - RBD (PT)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Guadiana - RBD (PT)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Guadiana - RBD (PT)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Guadiana - RBD (PT)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Algarve Basins - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Algarve Basins - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Algarve Basins - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Algarve Basins - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Algarve Basins - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Azores - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Azores - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Azores - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Azores - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Azores - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Madeira - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Madeira - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Madeira - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Madeira - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Madeira - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Slovenia","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","3.14",""
"2014","Slovenia","Public water supply and self and other supply","Industry and construction","Million cubic metres","825.29",""
"2014","Slovenia","Public water supply and self and other supply","Services","Million cubic metres","19.59",""
"2014","Slovenia","Public water supply and self and other supply","Households","Million cubic metres","78.6",""
"2014","Slovenia","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","926.62",""
"2014","Danube - RBD (SI)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","3.06",""
"2014","Danube - RBD (SI)","Public water supply and self and other supply","Industry and construction","Million cubic metres","822.37",""
"2014","Danube - RBD (SI)","Public water supply and self and other supply","Services","Million cubic metres","16.67",""
"2014","Danube - RBD (SI)","Public water supply and self and other supply","Households","Million cubic metres","67.36",""
"2014","Danube - RBD (SI)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","909.46",""
"2014","North Adriatic - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","0.08",""
"2014","North Adriatic - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres","2.92",""
"2014","North Adriatic - RBD","Public water supply and self and other supply","Services","Million cubic metres","2.92",""
"2014","North Adriatic - RBD","Public water supply and self and other supply","Households","Million cubic metres","11.24",""
"2014","North Adriatic - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres","17.16",""
"2014","Sweden","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Sweden","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Sweden","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Sweden","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Sweden","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Bothnian Bay - RBD (SE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Bothnian Bay - RBD (SE)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Bothnian Bay - RBD (SE)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Bothnian Bay - RBD (SE)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Bothnian Bay - RBD (SE)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Bothnian Sea - RBD (SE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Bothnian Sea - RBD (SE)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Bothnian Sea - RBD (SE)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Bothnian Sea - RBD (SE)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Bothnian Sea - RBD (SE)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","North Baltic Sea - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","North Baltic Sea - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","North Baltic Sea - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","North Baltic Sea - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","North Baltic Sea - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","South Baltic Sea - RBD","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","South Baltic Sea - RBD","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","South Baltic Sea - RBD","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","South Baltic Sea - RBD","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","South Baltic Sea - RBD","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Skagerrak and Kattegat - RBD (SE)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Skagerrak and Kattegat - RBD (SE)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Skagerrak and Kattegat - RBD (SE)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Skagerrak and Kattegat - RBD (SE)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Skagerrak and Kattegat - RBD (SE)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Iceland","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres","53","e"
"2014","Iceland","Public water supply and self and other supply","Industry and construction","Million cubic metres","0","e"
"2014","Iceland","Public water supply and self and other supply","Services","Million cubic metres","0","e"
"2014","Iceland","Public water supply and self and other supply","Households","Million cubic metres","64","e"
"2014","Iceland","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Switzerland","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Switzerland","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Switzerland","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Switzerland","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Switzerland","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Rhine - RBD (CH)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Rhine - RBD (CH)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Rhine - RBD (CH)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Rhine - RBD (CH)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Rhine - RBD (CH)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Rhône - RBD (CH)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Rhône - RBD (CH)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Rhône - RBD (CH)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Rhône - RBD (CH)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Rhône - RBD (CH)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Po - RBD (CH)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Po - RBD (CH)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Po - RBD (CH)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Po - RBD (CH)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Po - RBD (CH)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Danube - RBD (CH)","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
"2014","Danube - RBD (CH)","Public water supply and self and other supply","Industry and construction","Million cubic metres",":",""
"2014","Danube - RBD (CH)","Public water supply and self and other supply","Services","Million cubic metres",":",""
"2014","Danube - RBD (CH)","Public water supply and self and other supply","Households","Million cubic metres",":",""
"2014","Danube - RBD (CH)","Public water supply and self and other supply","All NACE activities plus households","Million cubic metres",":",""
"2014","Former Yugoslav Republic of Macedonia, the","Public water supply and self and other supply","Agriculture, forestry and fishing","Million cubic metres",":",""
